506 RIDGE ST ,A,22902,NOT AVAILABLE
169 BROOKWOOD DR ,,22902,NOT AVAILABLE
1046 5TH ST SW ,,22902,NOT AVAILABLE
104 RIVERBLUFF CIR ,,22902,NOT AVAILABLE
931 BELMONT AVE ,,22902,AVAILABLE
309 CARLTON RD ,,22902,AVAILABLE
913 BOLLING AVE ,,22902,AVAILABLE
152 BRANDYWINE CT ,,22901,NOT AVAILABLE
924 RAYMOND RD ,,22902,NOT AVAILABLE
109 LIDE PL ,,22902,NOT AVAILABLE
621 HARRIS RD ,,22902,NOT AVAILABLE
103 LIDE PL ,,22902,NOT AVAILABLE
106 LIDE PL ,,22902,NOT AVAILABLE
112 APPLE TREE RD ,,22903,NOT AVAILABLE
1715 MASON LN ,,22903,AVAILABLE
1616 OXFORD RD ,,22903,AVAILABLE
1647 MERIDIAN ST ,A,22902,AVAILABLE
1635 MERIDIAN ST ,A,22902,AVAILABLE
201 E MAIN ST ,G,22902,AVAILABLE
764 RIDGE ST ,,22902,NOT AVAILABLE
208 LANKFORD AVE ,,22902,NOT AVAILABLE
776 RIDGE ST ,,22902,NOT AVAILABLE
703 HINTON AVE ,,22902,AVAILABLE
250 OLD LYNCHBURG RD ,,22903,NOT AVAILABLE
500 MONROE LN ,,22903,NOT AVAILABLE
715 HENRY AVE ,,22903,AVAILABLE
1625 MULBERRY AVE ,,22903,AVAILABLE
1629 MULBERRY AVE ,,22903,AVAILABLE
1516 TRAILRIDGE RD ,,22903,AVAILABLE
1644 CENTER AVE ,,22903,AVAILABLE
108 MELBOURNE PARK CIR ,E,22901,NOT AVAILABLE
106 MELBOURNE PARK CIR ,A,22901,NOT AVAILABLE
213 DICE ST ,,22902,NOT AVAILABLE
1638 OXFORD RD ,,22903,AVAILABLE
1636 OXFORD RD ,,22903,AVAILABLE
105 APPLE TREE RD ,,22903,NOT AVAILABLE
115 TODD AVE ,,22903,AVAILABLE
317 E MAIN ST ,,22902,AVAILABLE
835 CHERRY AVE ,,22903,AVAILABLE
1313 CARLTON AVE ,,22902,AVAILABLE
1301 CARLTON AVE ,,22902,AVAILABLE
856 ST CHARLES AVE ,,22902,NOT AVAILABLE
824 VALLEY VIEW CIR ,,22902,AVAILABLE
800 BELMONT AVE ,,22902,AVAILABLE
725 MONTICELLO AVE ,,22902,AVAILABLE
614 BELMONT AVE ,,22902,NOT AVAILABLE
808 BELMONT AVE ,,22902,AVAILABLE
769 MONTICELLO AVE ,,22902,NOT AVAILABLE
716 MONTICELLO AVE ,,22902,NOT AVAILABLE
752 ORANGEDALE AVE ,,22903,NOT AVAILABLE
620 BOLLING AVE ,,22902,NOT AVAILABLE
809 MONTICELLO AVE ,,22902,AVAILABLE
2110 BARRACKS RD ,,22903,AVAILABLE
2123 IVY RD ,,22903,AVAILABLE
611 BLENHEIM AVE ,,22902,AVAILABLE
811 MONTICELLO AVE ,,22902,NOT AVAILABLE
823 MONTICELLO AVE ,,22902,NOT AVAILABLE
607 BLENHEIM AVE ,,22902,AVAILABLE
1220 E JEFFERSON ST ,,22902,AVAILABLE
250 E HIGH ST ,,22902,AVAILABLE
1320 HAMPTON ST ,,22902,NOT AVAILABLE
802 RIVES ST ,,22902,NOT AVAILABLE
1310 CARTER LN ,,22901,AVAILABLE
1303 CARTER LN ,,22901,AVAILABLE
1304 CARTER LN ,,22901,AVAILABLE
1702 GALLOWAY DR ,,22901,AVAILABLE
1300 KENWOOD LN ,,22901,AVAILABLE
1300 CARTER LN ,,22901,AVAILABLE
1315 KENWOOD LN ,,22901,AVAILABLE
1308 KENWOOD LN ,,22901,AVAILABLE
1511 MELBOURNE RD ,,22901,NOT AVAILABLE
334 RIVERSIDE AVE ,,22902,NOT AVAILABLE
318 CARLTON RD ,,22902,AVAILABLE
218 PALATINE AVE ,,22902,AVAILABLE
909 ROUGEMONT AVE ,,22902,AVAILABLE
230 COURT SQ ,,22902,AVAILABLE
413 RIVERSIDE AVE ,,22902,NOT AVAILABLE
810 WARD AVE ,,22902,AVAILABLE
310 HEDGE ST ,,22902,AVAILABLE
436 3RD ST NE ,,22902,AVAILABLE
1135 MILLMONT ST ,,22903,NOT AVAILABLE
326 10TH ST NW ,B,22903,NOT AVAILABLE
201 6TH ST NW ,B,22903,NOT AVAILABLE
770 PROSPECT AVE ,G,22903,NOT AVAILABLE
770 PROSPECT AVE ,H,22903,NOT AVAILABLE
748 PROSPECT AVE ,E,22903,NOT AVAILABLE
748 PROSPECT AVE ,F,22903,NOT AVAILABLE
738 PROSPECT AVE ,C,22903,NOT AVAILABLE
738 PROSPECT AVE ,D,22903,NOT AVAILABLE
738 PROSPECT AVE ,E,22903,NOT AVAILABLE
105 STEWART CIR ,A,22903,NOT AVAILABLE
2318 FONTAINE AVE ,B,22903,NOT AVAILABLE
2007 JEFFERSON PARK AVE ,5,22903,AVAILABLE
637 RIDGE ST ,2,22902,NOT AVAILABLE
105 OBSERVATORY AVE ,,22903,AVAILABLE
111 MAURY AVE ,,22903,NOT AVAILABLE
2323 FONTAINE AVE ,,22903,NOT AVAILABLE
750 MADISON AVE ,C,22903,UNKNOWN STATE
1041 5TH ST SW ,,22903,NOT AVAILABLE
116 NORTH BAKER ST ,,22903,NOT AVAILABLE
119 NORTH BAKER ST ,,22903,NOT AVAILABLE
251 ZAN RD ,,22901,NOT AVAILABLE
255 ZAN RD ,,22901,NOT AVAILABLE
153 ZAN RD ,,22901,NOT AVAILABLE
260 ZAN RD ,,22901,NOT AVAILABLE
112 NORTH BAKER ST ,,22903,NOT AVAILABLE
115 NORTH BAKER ST ,,22903,NOT AVAILABLE
2316 FONTAINE AVE ,,22903,NOT AVAILABLE
628 DAVIS AVE ,,22901,AVAILABLE
632 DAVIS AVE ,,22901,AVAILABLE
606 WATSON AVE ,,22901,AVAILABLE
608 WATSON AVE ,,22901,AVAILABLE
101 MORRIS PAUL CT ,B,22903,NOT AVAILABLE
2508 WESTERLY AVE ,B,22903,NOT AVAILABLE
200 FLORENCE RD ,,22902,NOT AVAILABLE
230 ZAN RD ,,22901,NOT AVAILABLE
407 MOSELEY DR ,,22903,AVAILABLE
174 OLD FIFTH CIR ,,22903,NOT AVAILABLE
529 7 1/2 ST SW  ,,22903,NOT AVAILABLE
2109 INDIA RD ,,22901,NOT AVAILABLE
116 10TH ST NW ,,22903,AVAILABLE
128 SUMMIT ST ,,22903,NOT AVAILABLE
930 LOCUST AVE ,,22901,AVAILABLE
222 STRIBLING AVE ,,22903,AVAILABLE
305 CARLTON RD ,,22902,AVAILABLE
214 STRIBLING AVE ,1,22903,AVAILABLE
921 PAGE ST ,,22903,NOT AVAILABLE
416 4TH ST NW ,,22903,AVAILABLE
807 RUGBY RD ,,22903,NOT AVAILABLE
1827 WAYSIDE PL ,,22903,AVAILABLE
2121 IVY RD ,,22903,UNKNOWN STATE
1300 BELLEVIEW AVE ,,22901,AVAILABLE
1302 BELLEVIEW AVE ,,22901,AVAILABLE
799 MADISON AVE ,,22903,NOT AVAILABLE
401 4TH ST NW ,223,22903,NOT AVAILABLE
900 COLEMAN ST ,A,22901,NOT AVAILABLE
407 MONTICELLO RD ,B,22902,AVAILABLE
126 13TH ST NW ,9,22903,AVAILABLE
225 14TH ST NW ,201,22903,NOT AVAILABLE
1110 WELLFORD ST ,B,22903,AVAILABLE
630 CABELL AVE ,3,22903,UNKNOWN STATE
202 DOUGLAS AVE ,2B,22902,AVAILABLE
202 DOUGLAS AVE ,2C,22902,AVAILABLE
202 DOUGLAS AVE ,2D,22902,AVAILABLE
202 DOUGLAS AVE ,3D,22902,AVAILABLE
202 DOUGLAS AVE ,3E,22902,AVAILABLE
1500 CARLTON AVE ,3,22902,NOT AVAILABLE
1500 CARLTON AVE ,4,22902,NOT AVAILABLE
228 OLD LYNCHBURG RD ,,22903,NOT AVAILABLE
2101 MORRIS RD ,,22903,NOT AVAILABLE
812 CABELL AVE ,,22903,AVAILABLE
1623 MULBERRY AVE ,,22903,AVAILABLE
1611 CHERRY AVE ,,22903,AVAILABLE
1627 MULBERRY AVE ,,22903,AVAILABLE
601 SHAMROCK RD ,,22903,AVAILABLE
1633 MULBERRY AVE ,,22903,AVAILABLE
1215 WERTLAND ST ,A42,22903,UNKNOWN STATE
108 MELBOURNE PARK CIR ,C,22901,NOT AVAILABLE
113 MELBOURNE PARK CIR ,C,22901,NOT AVAILABLE
113 MELBOURNE PARK CIR ,E,22901,NOT AVAILABLE
113 MELBOURNE PARK CIR ,G,22901,NOT AVAILABLE
1201 WERTLAND ST ,B,22903,UNKNOWN STATE
1207 WERTLAND ST ,A,22903,UNKNOWN STATE
1115 WERTLAND ST ,101,22903,UNKNOWN STATE
1115 WERTLAND ST ,102,22903,UNKNOWN STATE
104 MELBOURNE PARK CIR ,B,22901,NOT AVAILABLE
104 MELBOURNE PARK CIR ,C,22901,NOT AVAILABLE
104 MELBOURNE PARK CIR ,D,22901,NOT AVAILABLE
101 MELBOURNE PARK CIR ,B,22901,NOT AVAILABLE
1518 TRAILRIDGE RD ,,22903,AVAILABLE
1628 MULBERRY AVE ,,22903,AVAILABLE
602 SHAMROCK RD ,,22903,AVAILABLE
1000 CHERRY AVE ,,22903,AVAILABLE
307 E MARKET ST ,,22902,AVAILABLE
1325 W MAIN ST ,,22903,AVAILABLE
807 MOORE AVE ,,22902,AVAILABLE
1725 CHESAPEAKE ST ,,22902,AVAILABLE
709 6TH ST SE ,F,22902,NOT AVAILABLE
402 11TH ST NE ,A6,22902,NOT AVAILABLE
1226 SMITH ST ,M,22901,UNKNOWN STATE
110 1ST ST S ,,22902,AVAILABLE
109 2ND ST SE ,,22902,AVAILABLE
220 E MAIN ST ,,22902,AVAILABLE
222 E MAIN ST ,,22902,AVAILABLE
700 E MAIN ST ,,22902,AVAILABLE
411 FAIRWAY AVE ,,22902,NOT AVAILABLE
409 FAIRWAY AVE ,,22902,NOT AVAILABLE
1001 ROUGEMONT AVE ,,22902,AVAILABLE
409 E HIGH ST ,,22902,AVAILABLE
431 MOSELEY DR ,,22903,AVAILABLE
2600 WILLARD DR ,,22903,AVAILABLE
2527 WILLARD DR ,,22903,AVAILABLE
435 MOSELEY DR ,,22903,AVAILABLE
403 ALLEN DR ,,22903,AVAILABLE
2515 NAYLOR ST ,,22903,NOT AVAILABLE
410 ALLEN DR ,,22903,AVAILABLE
437 MOSELEY DR ,,22903,AVAILABLE
2519 NAYLOR ST ,,22903,NOT AVAILABLE
2505 WILLARD DR ,,22903,AVAILABLE
902 MONTROSE AVE ,,22902,AVAILABLE
1005 MONTROSE AVE ,,22902,AVAILABLE
916 MONTROSE AVE ,,22902,AVAILABLE
1211 MONTICELLO AVE ,,22902,AVAILABLE
1106 BLENHEIM AVE ,,22902,NOT AVAILABLE
230 15TH ST NW ,403,22903,NOT AVAILABLE
908 PAGE ST ,C,22903,NOT AVAILABLE
1118 JOHN ST ,C,22903,NOT AVAILABLE
2531 WOODLAND DR ,,22903,AVAILABLE
1203 JOHN ST ,,22903,NOT AVAILABLE
1714 ALLIED ST ,,22903,AVAILABLE
154 BURNET ST ,,22902,NOT AVAILABLE
221 HUNTLEY AVE ,,22903,NOT AVAILABLE
115 MORGAN CT ,,22903,NOT AVAILABLE
207 MONTEBELLO CIR ,A,22903,NOT AVAILABLE
110 STADIUM RD ,25,22903,UNKNOWN STATE
517 7 1/2 ST SW ,,22903,NOT AVAILABLE
112 DANBURY CT ,,22902,NOT AVAILABLE
1113 PAGE ST ,,22903,NOT AVAILABLE
1841 FENDALL AVE ,,22903,AVAILABLE
1874 WAYSIDE PL ,,22903,AVAILABLE
916 RAINIER RD ,,22903,NOT AVAILABLE
532 MEADE AVE ,,22902,AVAILABLE
526 CAROLINE AVE ,,22902,AVAILABLE
523 CAROLINE AVE ,,22902,AVAILABLE
509 CAROLINE AVE ,,22902,AVAILABLE
715 CARGIL LN ,,22902,AVAILABLE
142 BRANDYWINE CT ,,22901,NOT AVAILABLE
1711 YORKTOWN DR ,,22901,AVAILABLE
1603 KENWOOD LN ,,22901,AVAILABLE
1912 CEDAR HILL RD ,B,22901,NOT AVAILABLE
1719 GALLOWAY DR ,A,22901,AVAILABLE
1110 E MARKET ST ,11J,22902,NOT AVAILABLE
1110 E MARKET ST ,1T,22902,NOT AVAILABLE
415 2ND ST NE ,4,22902,AVAILABLE
415 2ND ST NE ,6,22902,AVAILABLE
413 2ND ST NE ,A,22902,AVAILABLE
816 AVON ST ,B,22902,NOT AVAILABLE
707 AVON ST ,B,22902,NOT AVAILABLE
417 14TH ST NW ,A,22903,AVAILABLE
417 14TH ST NW ,B,22903,AVAILABLE
1145 RIVER RD ,5,22901,AVAILABLE
2118 ANGUS RD ,21,22901,NOT AVAILABLE
2114 ANGUS RD ,105B,22901,NOT AVAILABLE
207 PALATINE AVE ,,22902,AVAILABLE
604 MOSELEY DR ,,22903,AVAILABLE
2206 HILL ST ,,22903,AVAILABLE
2223 HILL ST ,,22903,AVAILABLE
1000 1ST ST S ,,22902,NOT AVAILABLE
101 W WATER ST ,,22902,AVAILABLE
114 OLINDA DR ,,22903,NOT AVAILABLE
1300 KNOLL ST ,,22902,NOT AVAILABLE
205 W HIGH ST ,2,22902,AVAILABLE
205 W HIGH ST ,3,22902,AVAILABLE
500 1ST ST S ,715,22902,NOT AVAILABLE
353 10TH ST NW ,C,22903,NOT AVAILABLE
1517 AMHERST ST ,B,22903,AVAILABLE
107 1ST ST S ,306,22902,AVAILABLE
1819 JEFFERSON PARK AVE ,102,22903,UNKNOWN STATE
1819 JEFFERSON PARK AVE ,104,22903,UNKNOWN STATE
419 VALLEY RD EXT ,,22903,NOT AVAILABLE
501 VALLEY RD EXT ,,22903,NOT AVAILABLE
503 VALLEY RD EXT ,,22903,NOT AVAILABLE
1625 GROVE ST EXT ,,22903,NOT AVAILABLE
104 KENT TER ,4,22903,AVAILABLE
104 KENT TER ,5,22903,AVAILABLE
119 STRATFORD CT ,A,22903,AVAILABLE
1522 BROAD AVE ,A,22903,AVAILABLE
113 THOMAS DR ,A,22903,AVAILABLE
2304 CENTER AVE ,B,22903,AVAILABLE
2317 HIGHLAND AVE ,B,22903,AVAILABLE
906 MARTIN ST ,B,22901,AVAILABLE
1209 LITTLE HIGH ST ,A,22902,AVAILABLE
112 5TH ST SE ,3F,22902,NOT AVAILABLE
112 5TH ST SE ,4A,22902,NOT AVAILABLE
112 5TH ST SE ,5B,22902,NOT AVAILABLE
112 5TH ST SE ,5C,22902,NOT AVAILABLE
1710 ALLIED ST ,28,22903,NOT AVAILABLE
1710 ALLIED ST ,29,22903,NOT AVAILABLE
1 MORTON DR ,102,22903,AVAILABLE
208 DICE ST ,3,22902,AVAILABLE
113 WELK PL ,A,22903,NOT AVAILABLE
1612 MONTICELLO AVE ,F,22902,UNKNOWN STATE
1612 MONTICELLO AVE ,G,22902,UNKNOWN STATE
1612 MONTICELLO AVE ,H,22902,UNKNOWN STATE
500 MCINTIRE RD ,7,22902,UNKNOWN STATE
500 MCINTIRE RD ,9,22902,UNKNOWN STATE
101 WESTERLY AVE ,B,22903,NOT AVAILABLE
1101 LOCUST AVE ,,22901,AVAILABLE
1005 PAGE ST ,,22903,NOT AVAILABLE
101 CARROLLTON TER ,10,22903,NOT AVAILABLE
428 MONROE LN ,507,22903,NOT AVAILABLE
209 CHANCELLOR ST ,A,22903,NOT AVAILABLE
108 5TH ST SE ,308,22902,UNKNOWN STATE
402 GARRETT ST ,H,22902,NOT AVAILABLE
224 14TH ST NW ,606,22903,AVAILABLE
1815 JEFFERSON PARK AVE ,11,22903,UNKNOWN STATE
822 CABELL AVE ,F,22903,NOT AVAILABLE
2111 MICHIE DR ,60,22901,NOT AVAILABLE
2111 MICHIE DR ,58,22901,NOT AVAILABLE
121 MIDDLESEX DR ,A,22901,NOT AVAILABLE
1916 SWANSON DR ,A,22901,NOT AVAILABLE
420 GARRETT ST ,B,22902,NOT AVAILABLE
424 GARRETT ST ,C,22902,NOT AVAILABLE
400 GARRETT ST ,H,22902,NOT AVAILABLE
400 GARRETT ST ,A,22902,NOT AVAILABLE
401 GARRETT ST ,A,22902,NOT AVAILABLE
1719 ALLIED ST ,1B,22903,NOT AVAILABLE
301 15TH ST NW ,5022,22903,NOT AVAILABLE
2002 JEFFERSON PARK AVE ,14,22903,UNKNOWN STATE
314 4TH ST SE ,1,22902,AVAILABLE
314 4TH ST SE ,32,22902,AVAILABLE
300 4TH ST SE ,27,22902,AVAILABLE
356 RIVERSIDE AVE ,,22902,NOT AVAILABLE
615 BOLLING AVE ,,22902,NOT AVAILABLE
813 MONTROSE AVE ,B,22902,AVAILABLE
305 2ND ST NW ,B,22902,NOT AVAILABLE
322 E MAIN ST ,107,22902,AVAILABLE
550 LOCHLYN HILL DR , ,22901,NOT AVAILABLE
1904 JEFFERSON PARK AVE ,1,22903,NOT AVAILABLE
556 LOCHLYN HILL DR , ,22901,NOT AVAILABLE
715 CHARLTON AVE ,100,22903,NOT AVAILABLE
715 CHARLTON AVE ,101,22903,NOT AVAILABLE
1904 JEFFERSON PARK AVE ,9,22903,NOT AVAILABLE
112 CLEVELAND AVE ,D,22903,AVAILABLE
1500 CARLTON AVE ,15,22902,NOT AVAILABLE
300 PRESTON AVE ,314,22902,AVAILABLE
1014 RIDGE ST ,14,22902,NOT AVAILABLE
205 DOUGLAS AVE ,2,22902,AVAILABLE
1133 5TH ST SW ,,22903,NOT AVAILABLE
1619 BRANDYWINE DR ,,22901,AVAILABLE
209 2ND ST SW ,3,22902,AVAILABLE
938 CHARLTON AVE ,,22903,NOT AVAILABLE
1602 MONTICELLO AVE ,B,22902,NOT AVAILABLE
820 E HIGH ST ,A,22902,AVAILABLE
1013 CARLTON AVE ,A,22902,AVAILABLE
1013 CARLTON AVE ,B,22902,AVAILABLE
946 RAYMOND RD ,,22902,NOT AVAILABLE
192 BROOKWOOD DR ,,22902,NOT AVAILABLE
1921 LEWIS MOUNTAIN RD ,,22903,NOT AVAILABLE
802 RIDGE ST ,,22902,NOT AVAILABLE
2010 LEWIS MOUNTAIN RD ,,22903,NOT AVAILABLE
251 RIDGE MCINTIRE RD ,,22903,AVAILABLE
304 MOBILE LN ,101,22903,AVAILABLE
706 HENRY AVE ,,22903,AVAILABLE
104 OLINDA DR ,A,22903,AVAILABLE
1800 JEFFERSON PARK AVE ,6,22903,UNKNOWN STATE
736 MADISON AVE ,A,22903,UNKNOWN STATE
742 MADISON AVE ,A,22903,UNKNOWN STATE
715 CHARLTON AVE ,200,22903,NOT AVAILABLE
742 MADISON AVE ,B,22903,UNKNOWN STATE
1800 JEFFERSON PARK AVE ,1003,22903,UNKNOWN STATE
1800 JEFFERSON PARK AVE ,1010,22903,UNKNOWN STATE
1800 JEFFERSON PARK AVE ,1011,22903,UNKNOWN STATE
2202 NORTH BERKSHIRE RD ,203,22901,NOT AVAILABLE
2114 ANGUS RD ,102,22901,NOT AVAILABLE
1206 BELLEVIEW AVE ,B,22901,AVAILABLE
101 MEGAN CT ,A,22901,NOT AVAILABLE
104 KENT TER ,1,22903,AVAILABLE
104 OLINDA DR ,B,22903,AVAILABLE
740 WALKER SQ ,2C,22903,UNKNOWN STATE
800 ROSE HILL DR ,1,22903,NOT AVAILABLE
107 W WATER ST ,2,22902,UNKNOWN STATE
107 W WATER ST ,20,22902,UNKNOWN STATE
112 W MAIN ST ,2,22902,AVAILABLE
612 MONTICELLO AVE ,A,22902,NOT AVAILABLE
11 ALTAMONT CIR ,24,22902,NOT AVAILABLE
616 MONTROSE AVE ,1/2,22902,AVAILABLE
614 BOLLING AVE ,A,22902,NOT AVAILABLE
1229 HARRIS ST ,3,22903,AVAILABLE
230 COURT SQ ,B102,22902,AVAILABLE
100 COURT SQ ,3,22902,NOT AVAILABLE
359 10 1/2 ST NW ,,22903,AVAILABLE
615 10 1/2 ST NW ,,22903,AVAILABLE
1110 MEADOW ST ,,22903,NOT AVAILABLE
617 W MAIN ST ,,22903,AVAILABLE
604 SHAMROCK RD ,,22903,AVAILABLE
520 PATON ST ,,22903,NOT AVAILABLE
522 PATON ST ,,22903,NOT AVAILABLE
1209 MERIWETHER ST ,,22902,NOT AVAILABLE
1206 MERIWETHER ST ,,22902,AVAILABLE
1800 JEFFERSON PARK AVE ,308,22903,UNKNOWN STATE
911 PAOLI ST ,A,22903,NOT AVAILABLE
113 13TH ST NW ,A-1,22903,NOT AVAILABLE
1000 E HIGH ST ,B,22902,AVAILABLE
410 10TH ST NE ,A,22902,AVAILABLE
402 13TH ST NE ,D,22902,AVAILABLE
908 E JEFFERSON ST ,G1,22902,AVAILABLE
1023 ST CLAIR AVE ,,22901,AVAILABLE
1009 ST CLAIR AVE ,,22901,AVAILABLE
1008 ST CLAIR AVE ,,22901,AVAILABLE
931 ST CLAIR AVE ,,22901,AVAILABLE
919 ST CLAIR AVE ,,22901,AVAILABLE
301 15TH ST NW ,2014,22903,NOT AVAILABLE
301 15TH ST NW ,2015,22903,NOT AVAILABLE
301 15TH ST NW ,3042,22903,NOT AVAILABLE
301 15TH ST NW ,5001,22903,NOT AVAILABLE
301 15TH ST NW ,5009,22903,NOT AVAILABLE
301 15TH ST NW ,5010,22903,NOT AVAILABLE
301 15TH ST NW ,5018,22903,NOT AVAILABLE
407 ARBOR CIR ,A,22902,AVAILABLE
410 ARBOR CIR ,A,22902,AVAILABLE
913 BING LN ,,22903,NOT AVAILABLE
2417 SUNSET RD ,,22903,AVAILABLE
1108 LEONARD ST ,,22902,AVAILABLE
1110 LEONARD ST ,,22902,AVAILABLE
971 RIVES ST ,,22902,NOT AVAILABLE
1416 MONTICELLO RD ,B,22902,AVAILABLE
317 RIVERSIDE AVE ,B,22902,NOT AVAILABLE
317 RIVERSIDE AVE ,A,22902,NOT AVAILABLE
311 RIVERSIDE AVE ,B,22902,NOT AVAILABLE
803 ORANGEDALE AVE ,,22903,NOT AVAILABLE
301 VALLEY RD EXT ,B,22903,NOT AVAILABLE
401 VALLEY RD EXT ,B,22903,NOT AVAILABLE
405 VALLEY RD EXT ,A,22903,NOT AVAILABLE
319 VALLEY RD EXT ,A,22903,NOT AVAILABLE
509 VALLEY RD EXT ,A,22903,NOT AVAILABLE
509 VALLEY RD EXT ,B,22903,NOT AVAILABLE
1713 JEFFERSON PARK AVE ,,22903,AVAILABLE
808 HARDY DR ,,22903,NOT AVAILABLE
500 COURT SQ ,202,22902,UNKNOWN STATE
500 COURT SQ ,201,22902,UNKNOWN STATE
765 WALKER SQ ,4B,22903,UNKNOWN STATE
700 WALKER SQ ,2C,22903,UNKNOWN STATE
2211 NORTH BERKSHIRE RD ,,22901,NOT AVAILABLE
702 DELEVAN ST ,B,22903,NOT AVAILABLE
708 ROCK CREEK RD ,A,22903,NOT AVAILABLE
318 14TH ST NW ,B,22903,AVAILABLE
353 10TH ST NW ,A,22903,NOT AVAILABLE
300 PRESTON AVE ,205,22902,AVAILABLE
917 BELMONT AVE ,B,22902,AVAILABLE
500 COURT SQ ,502,22902,UNKNOWN STATE
2205 NORTH BERKSHIRE RD ,,22901,NOT AVAILABLE
178 ZAN RD ,,22901,NOT AVAILABLE
583 BRANDON AVE ,808,22903,NOT AVAILABLE
2112 JEFFERSON PARK AVE ,5,22903,NOT AVAILABLE
815 ELLIOTT AVE ,B,22902,AVAILABLE
11 ALTAMONT CIR ,45,22902,NOT AVAILABLE
1000 LINDEN AVE ,402,22902,NOT AVAILABLE
300 ROBERTSON AVE ,,22903,AVAILABLE
1935 LEWIS MOUNTAIN RD ,,22903,NOT AVAILABLE
200 ROBERTSON AVE ,,22903,AVAILABLE
1063 MILLMONT ST ,,22903,NOT AVAILABLE
900 W MAIN ST ,,22903,AVAILABLE
426 5TH ST SW ,,22903,AVAILABLE
1405 BAKER ST ,,22903,NOT AVAILABLE
1603 GROVE RD ,,22901,AVAILABLE
1613 CONCORD DR ,,22901,AVAILABLE
919 LOCUST LN ,,22901,NOT AVAILABLE
1025 PRESTON AVE ,A,22903,NOT AVAILABLE
1110 ROSE HILL DR ,201,22903,NOT AVAILABLE
104 BARBOUR DR ,A,22903,NOT AVAILABLE
400 PRESTON AVE ,250,22903,AVAILABLE
1943 THOMSON RD ,A,22903,NOT AVAILABLE
914 HENRY AVE ,,22903,NOT AVAILABLE
908 HENRY AVE ,,22903,NOT AVAILABLE
930 CHARLTON AVE ,,22903,NOT AVAILABLE
2103 MORRIS RD ,,22903,NOT AVAILABLE
1880 UNIVERSITY CIR ,,22903,AVAILABLE
111 ALDERMAN RD ,,22903,NOT AVAILABLE
2525 WOODLAND DR ,2,22903,AVAILABLE
1817 EMMET ST N ,,22901,NOT AVAILABLE
1807 EMMET ST N ,1A,22901,NOT AVAILABLE
1807 EMMET ST N ,2A,22901,NOT AVAILABLE
1807 EMMET ST N ,4A,22901,NOT AVAILABLE
123 PIEDMONT AVE N ,,22903,NOT AVAILABLE
222 WINE ST ,BSMT,22902,AVAILABLE
1128 LOCUST AVE ,A,22901,NOT AVAILABLE
852 W MAIN ST ,426,22903,NOT AVAILABLE
852 W MAIN ST ,427,22903,NOT AVAILABLE
852 W MAIN ST ,428,22903,NOT AVAILABLE
852 W MAIN ST ,429,22903,NOT AVAILABLE
852 W MAIN ST ,430,22903,NOT AVAILABLE
852 W MAIN ST ,431,22903,NOT AVAILABLE
852 W MAIN ST ,432,22903,NOT AVAILABLE
852 W MAIN ST ,433,22903,NOT AVAILABLE
852 W MAIN ST ,434,22903,NOT AVAILABLE
852 W MAIN ST ,435,22903,NOT AVAILABLE
852 W MAIN ST ,436,22903,NOT AVAILABLE
852 W MAIN ST ,437,22903,NOT AVAILABLE
852 W MAIN ST ,501,22903,NOT AVAILABLE
852 W MAIN ST ,502,22903,NOT AVAILABLE
852 W MAIN ST ,503,22903,NOT AVAILABLE
852 W MAIN ST ,504,22903,NOT AVAILABLE
852 W MAIN ST ,505,22903,NOT AVAILABLE
852 W MAIN ST ,506,22903,NOT AVAILABLE
852 W MAIN ST ,507,22903,NOT AVAILABLE
852 W MAIN ST ,508,22903,NOT AVAILABLE
852 W MAIN ST ,509,22903,NOT AVAILABLE
852 W MAIN ST ,510,22903,NOT AVAILABLE
852 W MAIN ST ,511,22903,NOT AVAILABLE
852 W MAIN ST ,512,22903,NOT AVAILABLE
852 W MAIN ST ,513,22903,NOT AVAILABLE
852 W MAIN ST ,514,22903,NOT AVAILABLE
852 W MAIN ST ,515,22903,NOT AVAILABLE
852 W MAIN ST ,516,22903,NOT AVAILABLE
852 W MAIN ST ,517,22903,NOT AVAILABLE
852 W MAIN ST ,518,22903,NOT AVAILABLE
852 W MAIN ST ,519,22903,NOT AVAILABLE
852 W MAIN ST ,520,22903,NOT AVAILABLE
852 W MAIN ST ,521,22903,NOT AVAILABLE
852 W MAIN ST ,522,22903,NOT AVAILABLE
852 W MAIN ST ,523,22903,NOT AVAILABLE
852 W MAIN ST ,524,22903,NOT AVAILABLE
852 W MAIN ST ,525,22903,NOT AVAILABLE
852 W MAIN ST ,526,22903,NOT AVAILABLE
852 W MAIN ST ,527,22903,NOT AVAILABLE
852 W MAIN ST ,528,22903,NOT AVAILABLE
102 KENT TER ,3,22903,AVAILABLE
102 SHAMROCK RD ,1,22903,UNKNOWN STATE
1105 DRUID AVE ,Z,22902,UNKNOWN STATE
1415 HAMPTON ST ,B,22902,AVAILABLE
1101 E JEFFERSON ST ,2,22902,AVAILABLE
1101 E JEFFERSON ST ,5,22902,AVAILABLE
310 AVON ST ,5,22902,AVAILABLE
104 4TH ST NE ,5,22902,AVAILABLE
1017 GROVE ST ,B,22903,AVAILABLE
1006 GROVE ST ,A,22903,NOT AVAILABLE
312 13TH ST NW ,8,22903,UNKNOWN STATE
112 MONTE VISTA AVE ,,22903,AVAILABLE
206 MONTE VISTA AVE ,,22903,AVAILABLE
